"","x"
"414",51909948.8244512
"415",54106738.8325707
"416",51144554.4495625
"417",53104508.2125815
"418",55408831.3167157
"419",53738735.0701963
"420",55072298.6505297
"421",53953771.7192446
"422",55032411.8215372
"423",54082570.0541955
"424",55614853.0124706
"425",55159529.4622704
"426",54654016.355797
"427",52710546.2779149
"428",55033375.8360639
"429",52963837.8715969
"430",54919790.0088002
"431",54958644.4130656
"432",53081094.6473168
"433",55100596.2432259
"434",55760785.7555471
"435",51563272.9774735
"436",52905672.7868876
"437",53473623.5782315
"438",51572659.3556166
"439",54727357.7849218
"440",54377110.3727826
"441",52081015.747226
"442",56062755.1201507
"443",52326935.8733755
"444",53542349.200959
"445",52814348.7367774
"446",53471586.148811
"447",53333788.0071214
"448",53675790.3006132
"449",55543024.3853374
"450",52847165.9367743
"451",52800640.9167558
"452",55376828.7741249
"453",54164939.1660124
"454",54436722.8844978
"455",52824979.8365633
"456",51042948.8945989
"457",53648264.6706065
"458",52038912.3785105
"459",54948623.2757887
"460",55205418.1443159
"461",55087136.3329881
"462",52454518.9044657
"463",51667532.0389969
"464",55336107.5064815
"465",54833582.8611285
"466",52597489.9356772
"467",55014476.2465681
"468",55957264.0576691
"469",55552475.8230916
"470",54323468.2374562
"471",51976420.2895114
"472",53529706.5915517
"473",56555857.8320281
"474",52476004.8591516
"475",54288626.1271085
"476",53057733.1823672
"477",53932155.9124658
"478",52173197.0006459
"479",54576972.9585311
"480",50391321.1242391
"481",52789839.7262232
"482",53771513.2617517
"483",53098013.9012602
"484",57368938.3285464
"485",53364024.6450864
"486",53486588.9190547
"487",53848550.7371345
"488",53706294.6807505
"489",53119884.7751575
"490",53821209.6748584
"491",52496428.9563851
"492",53194130.1387303
"493",55529807.5877258
"494",51858313.3927436
"495",53648355.587331
"496",53711618.4534383
"497",53857223.6086186
"498",52343387.4461497
"499",53312822.8185548
"500",55625790.0578859
"501",56607172.2620481
"502",52057859.3230092
"503",52500453.2316637
"504",55506354.8847947
"505",52179425.1799516
"506",53465714.9295092
"507",54287985.4116826
"508",55160349.3230215
"509",54730427.7041333
"510",50719066.147725
"511",54772345.933891
"512",53120533.163454
"513",55022480.4939055
"514",53571947.8213891
"515",51596998.9286476
"516",52252353.9397723
"517",51699660.737655
"518",53993643.4196534
"519",52891280.1935278
"520",55096397.5829507
"521",52866176.3835054
"522",51796739.3597751
"523",54082839.9848487
"524",54636864.546217
"525",52827652.3076813
"526",57005316.7504672
"527",52527029.1381523
"528",55117428.7430385
"529",54652587.6405584
"530",52689209.1377137
"531",53549905.5219989
"532",52943170.8210984
"533",55075729.8873259
"534",54881613.8295418
"535",54228833.0267275
"536",51937725.0068898
"537",53558336.6025118
"538",53367180.6607251
"539",53029799.4948855
"540",55080425.5588282
"541",55681011.6480009
"542",53453735.2603937
"543",53901831.0505437
"544",56955474.496035
"545",53908196.912854
"546",54030052.9299937
"547",55635885.4619644
"548",52605165.0322903
"549",51240003.259823
"550",51353717.3053726
"551",53263077.6320199
"552",53239272.9964821
"553",55731394.5825436
"554",49783001.8743273
"555",52945494.167836
"556",53745243.6387776
"557",54917247.6561622
"558",54431285.76934
"559",50611366.6300604
"560",54529153.3681094
"561",55164967.2053468
"562",54146148.3792807
"563",56692228.599706
"564",56298913.3027775
"565",53536999.5664952
"566",55106952.1917743
"567",51719442.2304131
"568",53254669.6651824
"569",53621738.7238299
"570",54390512.9982302
"571",53679875.2302068
"572",55300931.7162243
"573",56251330.0619848
"574",55247245.5768629
"575",53973661.0104865
"576",55136656.1447364
"577",57427805.9985098
"578",52842001.1315024
"579",55247995.5228062
"580",55426725.3535549
"581",54545084.4138177
"582",51774352.2039607
"583",52806644.6388422
"584",51473824.7764639
"585",54585491.4188978
"586",54860295.0657583
"587",55869410.0154712
"588",53947665.6186026
"589",52411691.9703379
"590",53048424.3690951
"591",52072746.1209817
"592",56714241.5373746
"593",53622267.6037178
"594",54082009.0531502
"595",55681181.2884603
"596",56433231.9042901
"597",51699096.2854306
"598",56626521.2630649
"599",54758124.7935366
"600",51944663.3877877
"601",52747844.4027979
"602",55109263.1908209
"603",56896874.9547206
"604",52532361.954228
"605",51381216.6002044
"606",52765011.22487
"607",57359687.0269559
"608",55100749.4142723
"609",54384322.4415457
"610",55840138.355476
"611",52839372.9785329
"612",53578749.7073757
"613",51783624.3531413
"614",51462739.2584999
"615",55797063.8128915
"616",55043965.4572242
"617",52702768.6903763
"618",57342774.5821472
"619",51900153.3547243
"620",57567920.9214494
"621",54999605.6537024
"622",53412849.5808494
"623",54863945.9435128
"624",53038392.8303583
"625",52637924.4099691
"626",54018288.8777004
"627",52409569.6220979
"628",53973722.9734195
"629",57158911.0689994
"630",54769710.4979704
"631",52212345.6917906
"632",54975606.7041954
"633",52999053.2106836
"634",54884773.0186758
"635",53115504.5335078
"636",52564930.2247824
"637",52692385.7199667
"638",53812696.6874162
"639",52931708.7411361
"640",57158763.5510828
"641",52023829.9085046
"642",54916484.1551113
"643",54650192.1196868
"644",55004740.5186309
"645",57240808.6829296
"646",54179997.0575464
"647",50556139.5633305
"648",51948612.6868287
"649",53771906.9418824
"650",55871698.7231085
"651",51746074.8169232
"652",56741600.7405275
"653",52072913.1304347
"654",54643880.3266526
"655",54199018.693207
"656",52890098.8162409
"657",56299488.5913738
"658",53766624.9667683
"659",56088147.0990534
"660",54787488.5954265
"661",55072561.351805
"662",52654933.5721209
"663",52868157.3720255
"664",52643456.0699328
"665",53957229.044399
"666",55900795.3906682
"667",55510122.3759137
"668",51247222.0565377
"669",55806483.8724374
"670",53346185.9312147
"671",52357484.5965189
"672",54633839.1639243
"673",52852196.1375275
"674",53157966.7735187
"675",56326245.7219751
"676",54315245.9491711
"677",56406435.9843604
"678",50286515.0542537
"679",56069807.6814561
"680",53137243.4376365
"681",51143473.9719068
"682",55118815.3764592
"683",56805139.5622693
"684",55703510.709971
"685",53318812.6267132
"686",53437809.5626839
"687",49494517.6113364
"688",56957916.66485
"689",55139212.1392121
"690",51811752.4100563
"691",52930067.5610957
"692",54246090.9674306
"693",56036243.6215373
"694",52375038.4132394
"695",54558156.0424511
"696",54534793.6788291
"697",52258840.1577709
"698",56960534.9306662
"699",55809341.8518251
"700",54199929.7735747
"701",53878616.7227847
"702",57880027.7374651
"703",53521640.2240768
"704",53688042.6258957
"705",50239393.6248375
"706",54036283.9010137
"707",53386066.6032863
"708",53266616.1476531
"709",55656494.8738115
"710",52915807.7135051
"711",54815247.861884
"712",53590783.930725
"713",50941355.6511705
"714",51112944.6396154
"715",55945398.5908162
"716",53150301.8889844
"717",54219551.3001857
"718",55096412.6278108
"719",54896111.9947276
"720",55389623.3479332
"721",53953938.2358345
"722",54531702.5053013
"723",54638173.6620801
"724",53133574.0737705
"725",51077752.4603059
"726",53095684.6884186
"727",55162474.413765
"728",52077527.8102528
"729",55534759.9619721
"730",56176896.5825274
"731",51174433.4381005
"732",55834731.3161821
"733",56430830.9037566
"734",54467708.4992844
"735",52759286.9561999
"736",52560686.284353
"737",56978389.0884673
"738",53628142.2915857
"739",54780029.2175068
"740",55302720.0213171
"741",56202448.9624041
"742",52570934.4144869
"743",53982216.8294486
"744",56332570.3330789
"745",52957965.8579281
"746",53610680.2536151
"747",53354992.5932738
"748",55607821.7293286
"749",55314876.7481482
"750",54137984.355197
"751",53786639.9845066
"752",56004527.277313
"753",52964086.3498345
"754",52764876.8368341
"755",53497220.9510641
"756",56992660.4351853
"757",52158868.6901945
"758",53881090.3341101
"759",54064454.6158844
"760",56854782.4814483
"761",50999817.6695197
"762",56962817.3905804
"763",51245205.4214448
"764",52022557.6317433
"765",56965125.2782361
"766",56956336.4226083
"767",53792984.8115496
"768",52114520.5037777
"769",54447181.5283522
"770",55150670.5625308
"771",54916047.7733974
"772",56341929.2309481
"773",54647371.2839142
"774",53002235.303712
"775",55516098.2433432
"776",52042587.9576043
"777",52366548.2858328
"778",53251386.2296026
"779",55111899.1322148
"780",53539634.8451288
"781",53539890.157887
"782",54342220.9312106
"783",52361507.9069529
"784",52496022.4871552
"785",53330657.3850536
"786",57155621.1504082
"787",56031883.3661261
"788",55608324.9332887
"789",51158922.3335031
"790",52688978.0269401
"791",54748903.2866579
"792",56521334.9500671
"793",54834442.67295
"794",53493596.1460661
"795",55794086.0429777
"796",55772240.3259359
"797",55306134.9947438
"798",52274829.462304
"799",53190885.564871
"800",53937712.9440253
"801",53631206.7238692
"802",55103465.1787802
"803",54340290.5365231
"804",57191303.3682712
"805",54841549.5821969
"806",54268919.1362754
"807",56634496.1908042
"808",52997340.3911752
"809",53942831.6575289
"810",53819177.1346048
"811",56215737.9350879
"812",53391619.3548914
"813",55800130.9393761
"814",54892780.7928451
"815",51973259.9952193
"816",53670318.9659618
"817",55478605.858839
"818",53409085.0965099
"819",56089577.4089371
"820",53637106.901523
"821",54575658.5402258
"822",51252603.5287191
"823",52682637.4902461
"824",53212917.911699
"825",54370148.6549697
"826",53296452.2824369
"827",55898822.3914401
"828",53431952.3446032
"829",56723335.4505354
"830",53734095.286934
"831",53620805.6998965
"832",53564824.8753941
"833",54980306.6430584
"834",53208875.1754271
"835",52278150.7740218
"836",54942882.2026681
"837",54182588.4926178
"838",57812261.5233246
"839",54758704.5839003
"840",53055382.6604403
"841",52598020.6029589
"842",52929268.8659011
"843",49565404.7010078
"844",56091067.9209896
"845",53090838.5421782
"846",54689442.2058974
"847",52944372.34807
"848",52031875.914195
"849",52419338.7335247
"850",55765826.1405427
"851",52687235.1726346
"852",53680875.339667
"853",52792322.508497
"854",56459156.2785373
"855",55863313.2848519
"856",53530261.0089123
"857",53608504.1904167
"858",54160241.8661405
"859",53307260.8454687
"860",52415693.1625433
"861",53782281.9516882
"862",56345902.4170366
"863",57506417.0635924
"864",52304679.9967547
"865",53898465.835315
"866",53097130.8818745
"867",55997159.3837358
"868",55044319.3461608
"869",53981275.5387677
"870",52400306.7682761
"871",51311449.3381397
"872",56522807.3056223
"873",54214624.781568
"874",55432185.3647522
"875",52368708.9188622
"876",56761642.7241584
"877",54469825.188525
"878",55457105.8435343
"879",52305566.1050512
"880",55583147.4689213
"881",54336269.6332652
"882",55439619.1534716
"883",54660482.4705315
"884",54842775.2175673
"885",54062733.7808497
"886",51347945.3095127
"887",54246657.9879638
"888",57319636.5884309
"889",53008578.8742914
"890",52503430.9376763
"891",50693650.4721683
"892",50946474.9510396
"893",56483704.4328437
"894",54884428.8738646
"895",54603654.8234845
"896",54569265.4792627
"897",50891716.7230949
"898",50598770.4791674
"899",54313239.7422441
"900",53294681.165034
"901",52138402.2689925
"902",55748667.0007055
"903",53747244.7953883
"904",53680038.3349535
"905",52648079.5810516
"906",56504727.6126209
"907",55650828.528281
"908",53725120.3629173
"909",56301627.7008618
"910",54912117.6170394
"911",54134276.4415036
"912",53024375.8660066
"913",52010030.3756145
"914",55076911.9604595
"915",53592312.0467196
"916",54821325.9393803
"917",54186013.0958992
"918",56426817.3390358
"919",51643327.3170146
"920",54751591.3406855
"921",52354376.5779676
"922",54082645.4591528
"923",55472489.7264122
"924",55014225.2007779
"925",56718095.1465292
"926",55314884.6230709
"927",50159231.5569815
"928",55471504.8512416
"929",50566650.0383915
"930",55334121.597592
"931",54567054.8273015
"932",54288882.0767359
"933",54363017.2475493
"934",54139061.5176185
"935",51483809.6421107
"936",51267572.632434
"937",54575029.1357702
"938",56488904.4847057
"939",53339889.9488649
"940",54526056.2933214
"941",56902346.9161516
"942",56764200.8367979
"943",56567960.488329
"944",52460125.7895018
"945",53595955.6130543
"946",52888406.8859948
"947",52376595.7850548
"948",51467871.9920471
"949",55399098.7703844
"950",55205231.2119522
"951",53591634.3957264
"952",52945911.0283362
"953",51242572.5551072
"954",53441746.3496172
"955",54421424.8323373
"956",53877755.3234811
"957",55407704.9421732
"958",54538609.6797476
"959",55960607.3883704
"960",52353937.2494182
"961",52318994.9434299
"962",53956956.4492717
"963",53068574.0660942
"964",55307714.4254876
"965",53221337.6008214
"966",53787437.8592572
"967",52799260.8561248
"968",51561340.1672687
"969",56236750.2998683
"970",52981172.7770532
"971",54485926.0483669
"972",56720580.64658
"973",55340860.7646943
"974",53230500.0066817
"975",55381525.4371643
"976",53837390.2347581
"977",53648421.2378336
"978",54239715.9361181
"979",53469483.1058074
"980",54801776.04121
"981",56803665.2277525
"982",52919314.4613065
"983",54699841.6209287
"984",54641945.4075289
"985",52630645.9703299
"986",55379682.060656
"987",51773571.2062637
"988",52032406.7806326
"989",52874985.6024019
"990",53395273.3375949
"991",53812865.8320163
"992",51441109.351615
"993",53564197.358972
"994",53773274.9418201
"995",52123042.9041775
"996",57541346.0771828
"997",53853362.6202844
"998",52865409.4734385
"999",53385896.4065307
"1000",53854007.0067548
"1001",54408322.0318865
"1002",52616585.013416
"1003",51847586.4546012
"1004",53801158.1810537
"1005",52417675.9190739
"1006",55751186.5366561
"1007",53944639.5976367
"1008",52904075.7768481
"1009",55900928.9524689
"1010",51602711.8501502
"1011",53936979.5553185
"1012",51036274.8915689
"1013",53544255.6851558
"1014",55242935.3909432
"1015",53823944.4177494
"1016",51695577.8361432
"1017",53040401.4825374
"1018",53373701.183488
"1019",57335116.8385954
"1020",53357445.8365439
"1021",53178730.0102165
"1022",53530473.9757424
"1023",54267512.4338701
"1024",56121783.4966676
"1025",52111579.6001143
"1026",54857818.6570901
"1027",54988005.1576132
"1028",49984480.9314812
"1029",53671869.1557923
"1030",53779131.9637907
"1031",53658755.4301203
"1032",55583499.3324058
"1033",54287763.5134148
"1034",54119328.022304
"1035",54158331.6880625
"1036",55260542.7417852
"1037",53456253.2538714
"1038",54967870.9590149
"1039",57664584.0032008
"1040",52771052.2358558
"1041",53021019.9986231
"1042",55552410.1047826
"1043",52611917.8096439
"1044",54011044.4508901
"1045",50597952.7448684
"1046",50780165.4516363
"1047",56351961.9214077
"1048",54951482.828812
"1049",51877659.4243337
"1050",53225303.2233342
"1051",53371786.0829006
"1052",53745832.063466
"1053",51273577.1073538
"1054",52718430.4545292
"1055",51823653.8924969
"1056",54709987.4754739
"1057",54045984.4166635
"1058",52364545.4683244
"1059",55141723.4317265
"1060",52865915.3553897
"1061",52182670.0853748
"1062",56893987.0635039
"1063",54713412.2812606
"1064",54953186.3922917
"1065",55735229.2758103
"1066",53799459.7243422
"1067",53118648.8739281
"1068",51136222.7424331
"1069",56202312.8947432
"1070",52275709.1930874
"1071",56529281.9803555
"1072",56261590.0459385
"1073",55168069.0525901
"1074",53856500.2818088
"1075",53508262.2688828
"1076",53964617.4128221
"1077",56196587.5475719
"1078",53404323.3955182
"1079",51353391.3577578
"1080",51792366.7230792
"1081",51413674.0407988
"1082",55675110.9231753
"1083",52851302.6840942
"1084",57828665.0436075
"1085",57536657.4293214
"1086",53835550.0052632
"1087",50732178.0777133
"1088",56123438.0568657
"1089",53108689.7409505
"1090",52317974.0249403
"1091",56204050.462484
"1092",55709975.3172888
"1093",53644298.8681802
"1094",55485335.9859906
"1095",56271497.965736
"1096",51945260.4986897
"1097",54244849.5122381
"1098",54993598.3107482
"1099",56913239.9240063
"1100",51662859.3418854
"1101",52829655.209741
"1102",53747804.8432392
"1103",53665496.5127873
"1104",52481020.079993
"1105",56114535.2124902
"1106",55605223.4804446
"1107",51671380.3278432
"1108",56065451.3424471
"1109",51796414.2550636
"1110",52829168.7158457
"1111",52728309.966752
"1112",51787323.9951559
"1113",55301458.0626072
"1114",50382184.7902507
"1115",57454798.8840941
"1116",52110770.4249539
"1117",51237627.0480193
"1118",57726878.5798744
"1119",55732303.2437681
"1120",54516536.0544104
"1121",52180273.5225377
"1122",55827641.1445054
"1123",54023677.57685
"1124",55710303.5448854
"1125",55845656.4428997
"1126",54388407.4605966
"1127",54419745.5838433
"1128",55750378.4709597
"1129",51861740.5391807
"1130",54974575.4555578
"1131",51357277.2338726
"1132",53905021.9090013
"1133",53938620.0937161
"1134",52772561.0985421
"1135",53305912.9740001
"1136",53393844.1125908
"1137",56485400.9059079
"1138",55679982.3257866
"1139",50751371.6874992
"1140",55499341.4208925
"1141",54514011.2310682
"1142",54110189.7587546
"1143",51023578.0337033
"1144",53277040.0128515
"1145",52295607.0864542
"1146",55614121.9436115
"1147",54555393.5709206
"1148",51655316.0202111
"1149",52448564.7400522
"1150",53023211.6790378
"1151",54991940.2317177
"1152",52334744.9031941
"1153",54372377.7653918
"1154",55735491.3265331
"1155",53202684.4956349
"1156",54623055.9776952
"1157",53979677.9015175
"1158",54967771.6068159
"1159",50147207.7077904
"1160",56955843.2566414
"1161",52949453.1523483
"1162",50933924.4192987
"1163",53956976.7994813
"1164",56298525.9398292
"1165",53557069.5002866
"1166",53566318.6176438
"1167",53650557.3078727
"1168",53804384.2772355
"1169",51700596.453215
"1170",53833050.500902
"1171",56790280.2363429
"1172",54666187.4573743
"1173",53994116.8408261
"1174",52268949.0121563
"1175",55751043.1981959
"1176",52062524.9280386
"1177",54764680.4369179
"1178",51643625.5728224
"1179",55042881.4312781
"1180",52296242.1704187
"1181",53573690.3484886
"1182",54166332.7026204
"1183",54695272.8061291
"1184",54412146.4266303
"1185",56214748.3762366
"1186",54200804.1597689
"1187",55714203.6844922
"1188",53092010.4942839
"1189",56054574.8252542
"1190",53424436.3960721
"1191",53953657.8654009
"1192",54123565.0187275
"1193",53563417.7492022
"1194",51951555.1005407
"1195",55773317.3089489
"1196",54128211.1094678
"1197",52850993.2954378
"1198",56077992.6066039
"1199",52614490.0229475
"1200",53183537.8581412
"1201",53148516.6026316
"1202",52256070.3328313
"1203",52028852.3084032
"1204",55285013.8037056
"1205",51344514.2007372
"1206",53101544.02269
"1207",52733075.2671262
"1208",53332212.2593387
"1209",53051951.9889396
"1210",53924327.0501278
"1211",53542217.1578463
"1212",54963413.6736765
"1213",54188552.465907
"1214",55224977.7284023
"1215",53086979.0309956
"1216",53313725.8846537
"1217",51988225.1568064
"1218",51328684.1495734
"1219",53344201.4852621
"1220",55147939.5398335
"1221",52012551.5535662
"1222",55737102.0576105
"1223",54339150.0752635
"1224",56567097.1641577
"1225",55671532.1224048
"1226",52902258.312378
"1227",57178223.077883
"1228",56887916.4954244
"1229",52733519.7026334
"1230",56035186.0749421
"1231",53543214.1165185
"1232",56616206.9574009
"1233",55000544.3105317
"1234",55887429.7543323
"1235",53880613.5541614
"1236",54604804.7993845
"1237",52451359.9389722
"1238",53225115.8814336
"1239",53044899.7466245
"1240",55602406.4096669
"1241",54318406.5076353
"1242",51033960.2316465
"1243",52412335.3312108
"1244",55718022.8787776
"1245",54887001.1531293
"1246",52598176.2079119
"1247",57439049.1078632
"1248",50828002.9941189
"1249",50991430.6881285
"1250",56611143.4164183
"1251",52689949.1666102
"1252",55265471.9134915
"1253",52312687.4357554
"1254",53502652.1471723
"1255",56631105.2926434
"1256",52213315.926786
"1257",53415113.864513
"1258",54493785.46358
