"","x"
"204",104140212.906141
"205",102586920.48052
"206",102303158.037755
"207",102889256.551783
"208",104900827.88076
"209",103864821.08091
"210",102592631.110674
"211",104493622.338628
"212",102342868.947513
"213",103732546.652287
"214",103701822.643081
"215",104244377.654254
"216",102726160.791982
"217",100664565.365005
"218",103942893.66122
"219",103788334.649736
"220",107045065.09257
"221",104252547.176483
"222",101610370.33502
"223",104591676.522445
"224",102562070.551101
"225",101954826.839014
"226",101813630.758705
"227",105081778.552617
"228",102183226.771935
"229",102389034.505662
"230",104885399.890279
"231",104094812.203658
"232",102748548.533696
"233",104084840.197914
"234",102847752.370624
"235",103252654.828269
"236",102912256.242772
"237",104168279.603369
"238",104230727.598182
"239",103559161.46077
"240",103514828.850431
"241",101813066.501191
"242",104197137.681533
"243",105097759.920748
"244",104189098.033513
"245",106248863.567645
"246",102791753.177787
"247",106242669.2139
"248",102263128.413598
"249",103204407.62135
"250",103146926.723996
"251",104246731.330937
"252",104080787.887287
"253",102707633.417394
"254",102322002.95033
"255",106856942.649284
"256",103272381.337118
"257",105440201.825058
"258",104324855.009128
"259",102387310.385571
"260",104033833.824202
"261",103747912.433511
"262",102651115.845733
"263",102649287.030572
"264",102397983.924559
"265",103650373.32841
"266",100799586.3317
"267",101149899.446636
"268",103602460.315312
"269",104969886.804676
"270",102978303.670261
"271",103549895.585453
"272",103874939.903071
"273",103002049.382369
"274",104280489.569274
"275",103196213.044088
"276",103438457.987475
"277",104724918.895624
"278",103080120.528012
"279",104264771.897531
"280",103311181.060889
"281",102889955.141553
"282",102700854.01301
"283",104920342.037082
"284",103785039.709648
"285",103685298.316965
"286",103916698.728486
"287",100315746.153605
"288",106144721.680238
"289",102859493.309512
"290",103402598.33822
"291",102353508.243803
"292",103249525.560983
"293",103495104.596874
"294",102915220.022929
"295",104388619.666633
"296",102094599.111321
"297",103183281.006397
"298",101634685.723391
"299",103570614.69854
"300",102755705.315716
"301",103086036.26486
"302",106205103.79098
"303",102451412.522646
"304",102906223.354666
"305",102553986.676374
"306",101581830.854894
"307",104949256.759695
"308",101733227.254222
"309",104692671.463199
"310",103624191.805735
"311",103474199.844617
"312",99536155.6947013
"313",106305440.978974
"314",102488102.280334
"315",101377798.218416
"316",102433780.440773
"317",104630757.355774
"318",104978722.79238
"319",101592410.085728
"320",103206720.96558
"321",104111598.607451
"322",104400927.86078
"323",104365924.830025
"324",102473774.598183
"325",105340320.67975
"326",102890424.760271
"327",101616148.906388
"328",103560923.533544
"329",106773945.932372
"330",103809200.286742
"331",100168959.527095
"332",102917811.810278
"333",104789519.807106
"334",103194773.963414
"335",103630533.44242
"336",104013659.403935
"337",103222859.85822
"338",103764259.00774
"339",103220178.922233
"340",105114425.760856
"341",105308003.087228
"342",107393964.764017
"343",104955724.592186
"344",102809325.20247
"345",103196147.722963
"346",105529184.104534
"347",102054685.857076
"348",104409414.974956
"349",103242057.511549
"350",102997960.791691
"351",103680434.661526
"352",103963247.265606
"353",102740493.562983
"354",102999028.44235
"355",104432206.996299
"356",104085903.768969
"357",103445082.661269
"358",101863877.941828
"359",104635478.583911
"360",104802620.257933
"361",105218635.600228
"362",104415799.706312
"363",102586546.328185
"364",105437519.68245
"365",103119836.662831
"366",103735265.185232
"367",104588175.707559
"368",101933260.593352
"369",103000077.252435
"370",105828727.586365
"371",104114079.219265
"372",103505513.261203
"373",104357823.051063
"374",103286582.75375
"375",103220984.621282
"376",103054429.524346
"377",104472228.756035
"378",100657366.709756
"379",103607391.17344
"380",103161957.940749
"381",104378005.082394
"382",103536082.859312
"383",104053991.479605
"384",104120324.4301
"385",102881750.414435
"386",103064703.703665
"387",103357199.255968
"388",102237000.60992
"389",103229926.096856
"390",101949430.226079
"391",104366308.502608
"392",105667697.549233
"393",103434567.989103
"394",102531398.036977
"395",103104830.890648
"396",102572630.737712
"397",102858054.516054
"398",101970110.894278
"399",101820518.426644
"400",102183204.032588
"401",105120084.602017
"402",103739915.607418
"403",103673560.779365
"404",105953693.935619
"405",103311835.248565
"406",104808956.742956
"407",103552024.761786
"408",104555829.310519
"409",102024800.902867
"410",101857145.537906
"411",102720861.844402
"412",103714728.980712
"413",104250828.751588
"414",103094403.854076
"415",103705366.805976
"416",103750564.68701
"417",101622974.90897
"418",102212918.594312
"419",103093225.06308
"420",102647901.632637
"421",102894020.383809
"422",104437869.953348
"423",102352632.924393
"424",104372752.667226
"425",105147498.813261
"426",103311905.739823
"427",101681096.38223
"428",103582577.648328
"429",102666100.475114
"430",101449124.956735
"431",102441208.022035
"432",102452329.873664
"433",102917216.393698
"434",103553299.863766
"435",103268879.899505
"436",103709322.911772
"437",101808902.483917
"438",104908542.808306
"439",103645353.546674
"440",102087735.070395
"441",102492168.053978
"442",104403298.852247
"443",102884763.498257
"444",103422331.801702
"445",102968215.469778
"446",104750240.905905
"447",104674471.000828
"448",103755507.730249
"449",105200217.13806
"450",102693323.557997
"451",102645849.307417
"452",104893152.992873
"453",102808039.516143
"454",104612509.97887
"455",104541669.4649
"456",104250103.088701
"457",103497977.0735
"458",104776188.781004
"459",102697428.681127
"460",103918239.334417
"461",104925127.352535
"462",104740113.355471
"463",101643897.496928
"464",101405401.782828
"465",102299563.211684
"466",104785689.255073
"467",101796054.761045
"468",103570507.694382
"469",103523541.536894
"470",101770641.870905
"471",103069769.055053
"472",104236368.316836
"473",103773577.377233
"474",105078503.161822
"475",101231017.368339
"476",104269790.737026
"477",103245280.275135
"478",103674454.59084
"479",104340282.962032
"480",104589596.217286
"481",101652383.030905
"482",102251441.385192
"483",102453619.703225
"484",103816369.929516
"485",102670319.96313
"486",106043862.550256
"487",102788601.314157
"488",104855319.57531
"489",102377847.736584
"490",102894585.104869
"491",104402323.189047
"492",104701985.530347
"493",103333026.979755
"494",104961433.964019
"495",104194909.19323
"496",101021009.924301
"497",102605980.166367
"498",104676123.980397
"499",102453842.062842
"500",103835733.651218
"501",105139876.261189
"502",104634921.810874
"503",102538061.499111
"504",102596939.84574
"505",103293137.075279
"506",102681544.844103
"507",104239621.830531
"508",103800443.743907
"509",105200482.04911
"510",103363534.614046
"511",104030303.908608
"512",103991490.777075
"513",102122056.230554
"514",104381720.353995
"515",102165521.409372
"516",105594533.829263
"517",105051788.338169
"518",104933814.827539
"519",105311767.020941
"520",103750203.622349
"521",102956115.255185
"522",103916280.080969
"523",104300587.93146
"524",104657731.306726
"525",102748477.138514
"526",104781036.764056
"527",100888423.049229
"528",102299916.431229
"529",104562109.638475
"530",102555169.918661
"531",102479277.555025
"532",103612039.215987
"533",101356262.141494
"534",104283347.600846
"535",102866441.120836
"536",102111302.868485
"537",102763914.470308
"538",105195257.053146
"539",104045693.625794
"540",101430288.543172
"541",106048887.932689
"542",105502875.38605
"543",104001777.306758
"544",104771272.703382
"545",102845434.781031
"546",102478222.238345
"547",104894574.58332
"548",103738349.665138
"549",103427746.24817
"550",104682928.006738
"551",104284013.435716
"552",103883460.570993
"553",104457180.110772
"554",102423759.401872
"555",101356014.797128
"556",104467679.739826
"557",104116631.249527
"558",103277991.165003
"559",104040285.73313
"560",103479983.419468
"561",105274568.396809
"562",100345419.300749
"563",102807196.673346
"564",103741430.437242
"565",103047979.874419
"566",105063067.810497
"567",103531453.16169
"568",102789896.761422
"569",101809982.289307
"570",103724483.659473
"571",101774832.51625
"572",105333734.712481
"573",103585476.072898
"574",103846020.897303
"575",103804351.529735
"576",102274043.685935
"577",102580032.307696
"578",103406802.922
"579",105270410.591879
"580",103766245.901219
"581",102696461.374272
"582",102737094.267842
"583",102385430.607559
"584",103147616.314514
"585",101700167.854055
"586",101862008.835115
"587",103205826.253102
"588",105052349.585617
"589",105196705.589174
"590",102754675.970732
"591",103549954.481225
"592",103352933.055753
"593",104148540.861967
"594",103260630.087862
"595",100756869.515791
"596",104214920.837664
"597",102838190.635643
"598",102619475.754331
"599",104468271.846979
"600",103023992.816621
"601",103091958.891287
"602",102539948.314064
"603",104392544.272746
"604",106131796.712812
"605",102026441.336695
"606",105935905.619329
"607",104171946.800262
"608",101348124.352618
"609",103644193.360415
"610",103234546.081576
"611",103782804.721826
"612",102255320.150333
"613",105214247.117226
"614",104019440.46311
"615",101233331.796121
"616",104049532.514728
"617",106538111.652668
"618",102770831.627901
"619",104715225.276526
"620",104456539.73441
"621",103015940.945932
"622",105512427.177282
"623",99831833.6617817
"624",103959163.815363
"625",102160021.610661
"626",103021930.496788
"627",102959569.846519
"628",103470763.594367
"629",103994306.173564
"630",103804733.927465
"631",102858201.867987
"632",103491256.455473
"633",105152816.728688
"634",104493290.980395
"635",104456536.850746
"636",104393620.534948
"637",100843347.187336
"638",106115466.859957
"639",103318436.09278
"640",103433422.747294
"641",102686949.453156
"642",103604789.486623
"643",102679558.395685
"644",105220788.016418
"645",102235963.828611
"646",101893232.387159
"647",102961930.544852
"648",102317591.460757
"649",105034737.813885
"650",101907083.487568
"651",104057754.532445
"652",100809889.806638
"653",105572616.187884
"654",104064006.522495
"655",101630907.110818
"656",103429449.992298
"657",103421354.414989
"658",105781781.159424
"659",104971414.132339
"660",103926043.056899
"661",106219656.725104
"662",103660162.389675
"663",101750452.278409
"664",103687545.784132
"665",102691087.392314
"666",104980192.520985
"667",101844602.089293
"668",104381817.21412
"669",101603554.275821
"670",104212556.586422
"671",103198750.311972
"672",102996473.556447
"673",104201975.186861
"674",101600870.826034
"675",104822018.620785
"676",104232631.643703
"677",103737280.955376
"678",103971372.986151
"679",103845411.186789
"680",104003176.001274
"681",103966871.920039
"682",103528569.467896
"683",104291532.043527
"684",102617251.951074
"685",103856938.430764
"686",101901320.815032
"687",104576359.067487
"688",104515642.580767
"689",103618027.569605
"690",102371858.481897
"691",104008840.673368
"692",104334793.590735
"693",102438471.201289
"694",102822324.946796
"695",106696367.160352
"696",104583871.18447
"697",106725574.864853
"698",102485087.791223
"699",101928555.407694
"700",102043577.002659
"701",102107508.898054
"702",101848404.525874
"703",104109604.786376
"704",105274601.779757
"705",103545001.106103
"706",103011275.445408
"707",102368727.449506
"708",104413928.139947
"709",103039629.443537
"710",104058301.479603
"711",103943701.792429
"712",104508783.828099
"713",102713031.440546
"714",104305353.272212
"715",104363152.873424
"716",103945062.547928
"717",102937979.781145
"718",103640001.577338
"719",103061229.54191
"720",100949463.612713
"721",104006580.971703
"722",102835562.313487
"723",105029808.61235
"724",103031688.867474
"725",101387767.496827
"726",103166129.82278
"727",103330679.810527
"728",102892933.230149
"729",102751735.81778
"730",103369941.141537
"731",99773052.0075435
"732",102685840.445274
"733",102204505.171733
"734",103818921.747107
"735",104570583.664425
"736",104409532.5691
"737",101933396.598215
"738",104980426.393642
"739",103580908.742039
"740",103910803.480289
"741",104566433.662096
"742",104846217.527944
"743",103217446.744642
"744",103067449.599136
"745",102800403.925225
"746",103439025.292981
"747",107007184.925538
"748",103182661.024653
"749",101501828.09081
"750",104070704.801192
"751",102215878.806544
"752",106741903.324405
"753",102430517.742438
"754",103917701.54804
"755",103094186.665572
"756",103813527.855553
"757",105331824.279314
"758",105807149.669693
"759",104337699.507618
"760",102823818.242293
"761",102167197.099934
"762",103300461.151023
"763",104376939.114598
"764",105221838.376776
"765",103062630.729247
"766",102343117.827171
"767",105348940.364307
"768",102907070.219205
"769",102922391.135826
"770",102776037.041309
"771",103761820.883144
"772",102546800.347373
"773",103785270.99751
"774",104890425.285188
"775",102407700.867073
"776",102725538.05415
"777",104902847.82619
"778",102354724.269898
"779",103798232.975565
"780",103244869.352435
"781",103295485.137235
"782",103221952.140933
"783",102488101.345746
"784",105475148.022209
"785",104464386.114696
"786",104487932.562797
"787",105892776.92036
"788",101663251.231446
"789",103950753.150902
"790",103985442.233625
"791",103474795.728292
"792",104545037.208549
"793",103451102.10086
"794",104623990.968512
"795",103438569.006788
"796",105511761.739847
"797",104627471.426119
"798",105002173.940246
"799",102880579.130733
"800",102638979.131987
"801",103250281.766967
"802",103887112.361787
"803",104828783.175524
"804",104026508.056246
"805",103079867.334351
"806",105074743.426717
"807",103668582.542646
"808",103431429.737326
"809",103146878.649663
"810",102500520.808676
"811",104716271.126237
"812",105482256.006243
"813",104820579.970692
"814",104429063.269078
"815",103910118.57698
"816",104296623.048515
"817",106321853.553206
"818",104068024.287447
"819",102160877.222062
"820",104019508.47681
"821",103758399.29465
"822",103158419.877086
"823",103193245.701484
"824",103812954.171184
"825",103956294.212481
"826",103448745.893701
"827",102520921.953011
"828",102716233.385707
"829",102220439.579099
"830",104758946.347824
"831",102850950.266322
"832",103606465.134988
"833",103236228.842602
"834",103533335.694512
"835",101389656.927704
"836",103455661.855523
"837",103440155.996772
"838",103118613.094868
"839",104381757.697928
"840",104102513.609151
"841",102305150.581252
"842",103420607.028944
"843",104205465.729157
"844",103048217.883248
"845",102202115.084676
"846",103580115.248314
"847",103733795.092822
"848",102429079.778612
"849",102191888.507505
"850",105122132.143998
"851",103804602.310151
"852",104633075.328059
"853",103090477.937271
"854",102777494.78923
"855",105998684.11884
"856",105734785.845858
"857",102060269.756195
"858",101505980.503709
"859",103261131.36694
"860",101838869.998595
"861",105463071.93327
"862",104842877.940099
"863",104826947.174711
"864",103426945.70788
"865",103492901.875208
"866",104740896.542473
"867",101833512.784716
"868",102818150.763786
"869",103238565.081673
"870",101719965.763503
"871",103875308.865001
"872",104064580.910008
"873",103826527.963215
"874",103513428.841499
"875",104036619.448816
"876",103260609.009114
"877",103692512.500997
"878",101696890.82596
"879",100793468.324996
"880",102549623.685474
"881",105892412.717365
"882",104527594.845331
"883",103216402.030849
"884",104717454.244524
"885",101918791.347477
"886",104874429.290122
"887",102557041.460971
"888",104214299.070651
"889",102975706.393713
"890",105627563.088463
"891",100880181.833301
"892",101120054.413449
"893",104354218.896387
"894",104089013.729204
"895",104539321.430381
"896",103327478.422232
"897",103285684.044026
"898",104029164.206831
"899",105352777.673511
"900",105095449.182967
"901",103852071.351031
"902",105295640.720583
"903",103177765.194515
"904",104753856.967466
"905",104658341.918243
"906",104423275.693636
"907",104028069.762997
"908",103381506.337106
"909",105292417.445988
"910",102508448.22269
"911",100479503.998955
"912",104592542.390529
"913",102616540.482757
"914",102186469.096153
"915",105891578.606411
"916",103689751.060593
"917",102158549.921599
"918",104586486.588287
"919",100566744.917955
"920",102724360.62216
"921",106396226.650892
"922",102800046.43219
"923",99512862.2360315
"924",101676840.715417
"925",102991568.077349
"926",103616506.53969
"927",105728221.049468
"928",101428038.865389
"929",104490670.505509
"930",103372097.157202
"931",103016143.327608
"932",103603772.512141
"933",102474679.610103
"934",104535917.88877
"935",104448736.745689
"936",101620956.162507
"937",104098632.560252
"938",103978381.063994
"939",102665330.60951
"940",101764539.292731
"941",103954386.075367
"942",104135241.807355
"943",104293973.61568
"944",102278074.461226
"945",104039793.02142
"946",102983614.85587
"947",102213398.34299
"948",105153945.810286
"949",102848047.364117
"950",104779040.990581
"951",102782533.7588
"952",102794182.763026
"953",103559556.102929
"954",103532967.03763
"955",105072624.576857
"956",105205166.737951
"957",106191146.153818
"958",103517318.846536
"959",99894512.4125872
"960",101073018.256856
"961",103822987.248868
"962",102156887.602855
"963",102563393.08429
"964",104669080.799341
"965",102982361.173244
"966",103319348.843184
"967",102620373.687846
"968",102113639.882155
"969",103352518.558122
"970",104331099.828609
"971",103435096.806235
"972",102812268.056255
"973",103506237.209072
"974",103669359.201639
"975",102890785.16045
"976",105046166.741964
"977",105069432.688412
"978",102723769.772968
"979",101688952.588197
"980",102381084.916211
"981",104027085.347327
"982",103115654.286541
"983",104998885.636131
"984",103946594.199899
"985",100856952.622442
"986",103363424.173165
"987",104453593.224911
"988",104070133.148971
"989",105181246.715978
"990",102349654.242085
"991",99999934.4347553
"992",105713939.308165
"993",102965712.617102
"994",104513878.50995
"995",103310712.403194
"996",102534437.960439
"997",102988025.971481
"998",101642751.545189
"999",104320687.69346
"1000",103606989.362229
"1001",103535123.654842
"1002",103629944.785009
"1003",102511695.347606
"1004",106496864.421452
"1005",102590638.595308
"1006",104624120.491216
"1007",104291471.483204
"1008",104913550.31277
"1009",103358523.558676
"1010",103075635.44261
"1011",104352922.707572
"1012",104556638.463586
"1013",106635587.057277
"1014",103623570.313038
"1015",102086851.643208
"1016",103643681.995721
"1017",102019075.338691
"1018",102772612.967601
"1019",104201643.851647
"1020",106011089.517392
"1021",103133520.520689
"1022",103290648.57181
"1023",103938303.90294
"1024",103932225.53074
"1025",104686522.586298
"1026",105295135.073395
"1027",103997448.695035
"1028",104807836.44086
"1029",105135452.888307
"1030",107367246.379104
"1031",102498378.796716
"1032",104128932.487807
"1033",104549940.853099
"1034",102173840.187884
"1035",102917357.152929
"1036",103091672.91677
"1037",104057058.572302
"1038",103155241.373428
"1039",103537343.21808
"1040",102173784.666773
"1041",105389142.393312
"1042",102912503.944033
"1043",105102834.24819
"1044",104757610.639538
"1045",103242981.554894
"1046",105122053.262369
"1047",105303803.705027
"1048",106534229.236131
"1049",104119862.095054
"1050",104053263.684671
"1051",103848120.744228
"1052",105006304.921912
"1053",105725331.082907
"1054",104292249.634502
"1055",103195785.139062
"1056",105166325.591523
"1057",100647212.852376
"1058",102901085.861129
"1059",101080601.60279
"1060",105648204.764278
"1061",104151202.204165
"1062",105420533.05542
"1063",100106708.180636
"1064",102797576.393384
"1065",101601638.368355
"1066",105205839.795765
"1067",103151618.932197
"1068",99775392.5368648
"1069",102905333.62725
"1070",102930143.45715
"1071",105169520.012812
"1072",102885560.885913
"1073",103605622.703604
"1074",103835528.746128
"1075",103525255.24817
"1076",99900117.949802
"1077",103482692.240046
"1078",103603923.272252
"1079",105021057.735048
"1080",103426807.026099
"1081",103495877.969946
"1082",104164003.059436
"1083",102785454.186032
"1084",101498850.871048
"1085",103594677.093108
"1086",104531508.442453
"1087",102134473.895366
"1088",101989851.857962
"1089",104691771.061995
"1090",102576059.560903
"1091",102735660.831829
"1092",103955925.727175
"1093",103277813.649635
"1094",104401452.989677
"1095",103137359.286046
"1096",103747518.844286
"1097",104514705.955478
"1098",102509638.865186
"1099",102268446.361603
"1100",103000746.658873
"1101",102424945.51405
"1102",103103288.386592
"1103",103892696.204395
"1104",105125342.514898
"1105",104791300.794656
"1106",104728414.305462
"1107",105101733.099483
"1108",104740408.548788
"1109",101373373.348408
"1110",103496100.84091
"1111",103439038.072377
"1112",102099251.359031
"1113",105336682.312332
"1114",102639732.547882
"1115",102729397.103302
"1116",104482649.408381
"1117",104063239.878501
"1118",102066171.135877
"1119",103608640.850559
"1120",101980399.47117
"1121",102420333.710908
"1122",102742001.53818
"1123",105043078.475644
"1124",104939565.554178
"1125",104385457.039282
"1126",101494172.44754
"1127",102923370.251905
"1128",104307700.069041
"1129",102481413.995576
"1130",102326841.468455
"1131",102712157.04263
"1132",101780112.33067
"1133",104678801.435251
"1134",102702401.651471
"1135",104762461.837029
"1136",104000549.060818
"1137",101354703.396699
"1138",105936106.407686
"1139",104114257.768376
"1140",104843548.884504
"1141",103305299.302955
"1142",104279578.443647
"1143",103914515.426614
"1144",104224233.69159
"1145",105197653.120058
"1146",104068006.536089
"1147",104275131.409849
"1148",101631435.322844
"1149",103580330.634355
"1150",104679676.116972
"1151",104173410.765485
"1152",105034797.994652
"1153",105109971.828365
"1154",103432545.621214
"1155",103556177.085065
"1156",103729972.175891
"1157",103090558.018673
"1158",104160034.202642
"1159",102170426.594664
"1160",104683901.024682
"1161",103688654.814241
"1162",99847505.6235798
"1163",106874388.205311
"1164",102005201.425944
"1165",102504395.611794
"1166",104122483.583593
"1167",104489065.533415
"1168",103078347.284573
"1169",103529104.407386
"1170",104167304.219207
"1171",104198654.629197
"1172",103116774.399979
"1173",103759316.432216
"1174",103401959.103385
"1175",105027261.827067
"1176",103514935.678291
"1177",104346810.707918
"1178",103050483.300171
"1179",105902164.11478
"1180",101997086.838488
"1181",105225367.949643
"1182",104523046.806812
"1183",104491702.041843
"1184",102223396.176499
"1185",103151628.516758
"1186",102919993.434086
"1187",103362050.188275
"1188",104652607.66798
"1189",103144013.878361
"1190",103081696.564376
"1191",103933761.479555
"1192",104234199.058889
"1193",103071199.743583
"1194",102886986.665118
"1195",103220124.716521
"1196",102792947.286282
"1197",102113797.97276
"1198",104289429.409218
"1199",102028424.085272
"1200",103960691.689841
"1201",104644084.210348
"1202",104520905.575049
"1203",103520487.148243
"1204",105839468.999634
"1205",105325925.223862
"1206",103707689.370663
"1207",104502095.150855
"1208",103360129.29412
"1209",104701602.898475
"1210",104233658.501887
"1211",102715838.960429
"1212",103990771.384569
"1213",103952790.703191
"1214",104115148.017024
"1215",102703964.244969
"1216",103970213.777814
"1217",103081978.663025
"1218",106051134.378453
"1219",104254490.979683
"1220",103207457.249877
"1221",106097724.963077
"1222",102734342.906511
"1223",104149159.098966
"1224",104373525.023869
"1225",102738492.961881
"1226",102900757.689996
"1227",103437482.900331
"1228",103880247.982017
"1229",101016152.61585
"1230",104172848.732993
"1231",101420991.335557
"1232",106034747.496075
"1233",103786748.897413
"1234",103408470.021957
"1235",103393210.733278
"1236",104396111.719627
"1237",104447694.277583
"1238",102894003.545608
"1239",102676896.031665
"1240",104163070.577068
"1241",103118785.260059
"1242",102051777.578608
"1243",105828896.236652
"1244",103797375.565869
"1245",101739601.074177
"1246",102371038.841163
"1247",104926990.747054
"1248",103082355.159476
"1249",104205367.396717
"1250",103923778.901171
"1251",107318148.823499
"1252",101739818.326603
"1253",103970625.092418
"1254",103387605.072761
"1255",104367885.379695
"1256",103014033.358495
"1257",103413570.042145
"1258",104103090.093023
"1259",103637091.312708
"1260",106035461.976257
"1261",102836372.660594
"1262",103487651.309641
"1263",101863945.153258
"1264",103829669.159961
"1265",104685423.841138
"1266",102138108.839129
"1267",101243903.25956
"1268",104246861.723773
"1269",105250275.92419
"1270",104770156.307165
"1271",104257172.959565
"1272",103267787.390709
"1273",102777135.998701
"1274",103793724.164334
"1275",103923056.612302
"1276",104316003.269548
"1277",104816014.198399
"1278",104833493.427547
"1279",103082646.232418
"1280",101714610.531979
"1281",101635915.765678
"1282",102355887.921697
"1283",105139901.108129
"1284",105352951.745427
"1285",102298612.755052
"1286",103709063.400664
"1287",104998278.761341
"1288",102286585.219849
"1289",104016604.98241
"1290",104965343.038615
"1291",103756995.872337
"1292",105564760.753171
"1293",104438911.431531
"1294",103229292.695352
"1295",101488480.82183
"1296",103252029.091393
"1297",101751116.272558
"1298",102996138.825361
"1299",103974604.394872
"1300",105029834.527775
"1301",104491210.066346
"1302",106818908.533524
"1303",102041835.547196
"1304",103457029.831445
"1305",104086013.861938
"1306",104823305.425535
"1307",103737544.243239
"1308",101278224.681048
"1309",103059567.292879
"1310",102224524.292561
"1311",103825057.256973
"1312",103649801.497108
"1313",102306036.884368
"1314",102012474.110212
"1315",103661397.666961
"1316",102944320.325271
"1317",101592044.457603
"1318",103646999.835448
"1319",101638454.326894
"1320",103472060.866746
"1321",104992483.040502
"1322",102229062.742892
"1323",102228079.887262
"1324",103944626.904822
"1325",102667592.412686
"1326",105240341.002407
"1327",101258653.378175
"1328",103236865.731913
"1329",104473339.847624
"1330",103399653.75017
"1331",104639875.809982
"1332",105728146.757177
"1333",102265084.444506
"1334",104497797.072483
"1335",102849244.760119
"1336",104719245.656407
"1337",102804090.887795
"1338",100621919.790945
"1339",103336263.692749
"1340",105211240.453132
"1341",100196276.469817
"1342",103432693.652208
"1343",105727746.917577
"1344",102815643.317815
"1345",102571337.973663
"1346",104520070.222415
"1347",102651849.653798
"1348",102986315.584564
"1349",102731968.045463
"1350",102288211.385944
"1351",103440902.027371
"1352",104485682.185177
"1353",104203504.611873
"1354",104121507.145056
"1355",103489059.066612
"1356",104279982.870319
"1357",105992283.078919
"1358",102480673.984883
"1359",105911089.123626
"1360",105398840.243729
"1361",105187185.853335
