Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Date,IFNULLSign,Table Name,ValueNumberSigns,DateAdd,Raw Value,ScaledValue,Suffix,Value
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2019,,owner_occupier_1,,1/05/2014,23156,23.156,k,23156
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2019,,owner_occupier_1,,1/06/2014,26773,26.773,k,26773
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2019,,owner_occupier_1,,1/07/2014,23842,23.842,k,23842
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2019,,owner_occupier_1,,1/08/2014,30458,30.458,k,30458
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2019,,owner_occupier_1,,1/09/2014,29907,29.907,k,29907
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2019,,owner_occupier_1,,1/10/2014,28652,28.652,k,28652
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2019,,owner_occupier_1,,1/11/2014,31946,31.946,k,31946
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2019,,owner_occupier_1,,1/12/2014,33335,33.335,k,33335
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2019,,owner_occupier_1,,1/01/2015,33625,33.625,k,33625
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2020,,owner_occupier_1,,1/02/2015,27384,27.384,k,27384
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2020,,owner_occupier_1,,1/03/2015,26733,26.733,k,26733
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2020,,owner_occupier_1,,1/04/2015,30657,30.657,k,30657
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2020,,owner_occupier_1,,1/05/2015,26813,26.813,k,26813
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2020,,owner_occupier_1,,1/06/2015,26072,26.072,k,26072
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2020,,owner_occupier_1,,1/07/2015,30170,30.17,k,30170
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2020,,owner_occupier_1,,1/08/2015,33817,33.817,k,33817
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2020,,owner_occupier_1,,1/09/2015,35438,35.438,k,35438
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2020,,owner_occupier_1,,1/10/2015,39521,39.521,k,39521
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2020,,owner_occupier_1,,1/11/2015,40328,40.328,k,40328
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2020,,owner_occupier_1,,1/12/2015,42576,42.576,k,42576
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2020,,owner_occupier_1,,1/01/2016,46921,46.921,k,46921
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2021,,owner_occupier_1,,1/02/2016,37983,37.983,k,37983
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2021,,owner_occupier_1,,1/03/2016,39632,39.632,k,39632
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2021,,owner_occupier_1,,1/04/2016,48064,48.064,k,48064
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2021,,owner_occupier_1,,1/05/2016,42746,42.746,k,42746
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2021,,owner_occupier_1,,1/06/2016,44964,44.964,k,44964
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2021,,owner_occupier_1,,1/07/2016,46149,46.149,k,46149
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2021,,owner_occupier_1,,1/08/2016,43330,43.33,k,43330
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2021,,owner_occupier_1,,1/09/2016,41375,41.375,k,41375
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2021,,owner_occupier_1,,1/10/2016,39593,39.593,k,39593
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2021,,owner_occupier_1,,1/11/2016,38101,38.101,k,38101
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2021,,owner_occupier_1,,1/12/2016,44368,44.368,k,44368
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2021,,owner_occupier_1,,1/01/2017,44656,44.656,k,44656
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2022,,owner_occupier_1,,1/02/2017,33255,33.255,k,33255
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2022,,owner_occupier_1,,1/03/2017,33584,33.584,k,33584
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2022,,owner_occupier_1,,1/04/2017,41213,41.213,k,41213
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2022,,owner_occupier_1,,1/05/2017,33473,33.473,k,33473
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2022,,owner_occupier_1,,1/06/2017,39752,39.752,k,39752
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2022,,owner_occupier_1,,1/07/2017,38438,38.438,k,38438
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2022,,owner_occupier_1,,1/08/2017,33679,33.679,k,33679
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2022,,owner_occupier_1,,1/09/2017,35441,35.441,k,35441
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/09/2022,,owner_occupier_1,,1/10/2017,31415,31.415,k,31415
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/10/2022,,owner_occupier_1,,1/11/2017,31725,31.725,k,31725
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/11/2022,,owner_occupier_1,,1/12/2017,32961,32.961,k,32961
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/12/2022,,owner_occupier_1,,1/01/2018,30511,30.511,k,30511
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/01/2023,,owner_occupier_1,,1/02/2018,23027,23.027,k,23027
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/02/2023,,owner_occupier_1,,1/03/2018,24612,24.612,k,24612
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/03/2023,,owner_occupier_1,,1/04/2018,31478,31.478,k,31478
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/04/2023,,owner_occupier_1,,1/05/2018,25775,25.775,k,25775
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/05/2023,,owner_occupier_1,,1/06/2018,33537,33.537,k,33537
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/06/2023,,owner_occupier_1,,1/07/2018,31858,31.858,k,31858
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/07/2023,,owner_occupier_1,,1/08/2018,27664,27.664,k,27664
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Number,1/08/2023,,owner_occupier_1,,1/09/2018,30718,30.718,k,30718
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2008,$,owner_occupier_1,$,1/09/2003,3079800000,3.0798,b,3079.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2008,$,owner_occupier_1,$,1/10/2003,2906900000,2.9069,b,2906.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2008,$,owner_occupier_1,$,1/11/2003,3270400000,3.2704,b,3270.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2008,$,owner_occupier_1,$,1/12/2003,3152500000,3.1525,b,3152.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2008,$,owner_occupier_1,$,1/01/2004,3669400000,3.6694,b,3669.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2009,$,owner_occupier_1,$,1/02/2004,2808500000,2.8085,b,2808.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2009,$,owner_occupier_1,$,1/03/2004,2902800000,2.9028,b,2902.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2009,$,owner_occupier_1,$,1/04/2004,3656200000,3.6562,b,3656.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2009,$,owner_occupier_1,$,1/05/2004,3333900000,3.3339,b,3333.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2009,$,owner_occupier_1,$,1/06/2004,3471000000,3.471,b,3471
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2009,$,owner_occupier_1,$,1/07/2004,3630600000,3.6306,b,3630.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2009,$,owner_occupier_1,$,1/08/2004,3434300000,3.4343,b,3434.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2009,$,owner_occupier_1,$,1/09/2004,2986200000,2.9862,b,2986.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2009,$,owner_occupier_1,$,1/10/2004,2970500000,2.9705,b,2970.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2009,$,owner_occupier_1,$,1/11/2004,2981000000,2.981,b,2981
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2009,$,owner_occupier_1,$,1/12/2004,2885900000,2.8859,b,2885.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2009,$,owner_occupier_1,$,1/01/2005,2911400000,2.9114,b,2911.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2010,$,owner_occupier_1,$,1/02/2005,2032300000,2.0323,b,2032.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2010,$,owner_occupier_1,$,1/03/2005,2436700000,2.4367,b,2436.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2010,$,owner_occupier_1,$,1/04/2005,3031800000,3.0318,b,3031.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2010,$,owner_occupier_1,$,1/05/2005,2386400000,2.3864,b,2386.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2010,$,owner_occupier_1,$,1/06/2005,2685500000,2.6855,b,2685.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2010,$,owner_occupier_1,$,1/07/2005,2883500000,2.8835,b,2883.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2010,$,owner_occupier_1,$,1/08/2005,2909600000,2.9096,b,2909.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2010,$,owner_occupier_1,$,1/09/2005,3048500000,3.0485,b,3048.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2010,$,owner_occupier_1,$,1/10/2005,2983900000,2.9839,b,2983.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2010,$,owner_occupier_1,$,1/11/2005,2924100000,2.9241,b,2924.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2010,$,owner_occupier_1,$,1/12/2005,3320500000,3.3205,b,3320.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2010,$,owner_occupier_1,$,1/01/2006,3564500000,3.5645,b,3564.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2011,$,owner_occupier_1,$,1/02/2006,2529500000,2.5295,b,2529.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2011,$,owner_occupier_1,$,1/03/2006,2694000000,2.694,b,2694
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2011,$,owner_occupier_1,$,1/04/2006,3235500000,3.2355,b,3235.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2011,$,owner_occupier_1,$,1/05/2006,2868200000,2.8682,b,2868.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2011,$,owner_occupier_1,$,1/06/2006,3639000000,3.639,b,3639
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2011,$,owner_occupier_1,$,1/07/2006,3581000000,3.581,b,3581
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2011,$,owner_occupier_1,$,1/08/2006,3471400000,3.4714,b,3471.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2011,$,owner_occupier_1,$,1/09/2006,3936500000,3.9365,b,3936.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2011,$,owner_occupier_1,$,1/10/2006,3742300000,3.7423,b,3742.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2011,$,owner_occupier_1,$,1/11/2006,3479700000,3.4797,b,3479.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2011,$,owner_occupier_1,$,1/12/2006,3790300000,3.7903,b,3790.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2011,$,owner_occupier_1,$,1/01/2007,3739500000,3.7395,b,3739.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2012,$,owner_occupier_1,$,1/02/2007,3076200000,3.0762,b,3076.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2012,$,owner_occupier_1,$,1/03/2007,3445900000,3.4459,b,3445.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2012,$,owner_occupier_1,$,1/04/2007,3892400000,3.8924,b,3892.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2012,$,owner_occupier_1,$,1/05/2007,3287200000,3.2872,b,3287.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2012,$,owner_occupier_1,$,1/06/2007,3978100000,3.9781,b,3978.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2012,$,owner_occupier_1,$,1/07/2007,3552900000,3.5529,b,3552.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2012,$,owner_occupier_1,$,1/08/2007,3528700000,3.5287,b,3528.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2012,$,owner_occupier_1,$,1/09/2007,3686100000,3.6861,b,3686.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2012,$,owner_occupier_1,$,1/10/2007,3221900000,3.2219,b,3221.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2012,$,owner_occupier_1,$,1/11/2007,3717000000,3.717,b,3717
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2012,$,owner_occupier_1,$,1/12/2007,3768400000,3.7684,b,3768.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2012,$,owner_occupier_1,$,1/01/2008,3247000000,3.247,b,3247
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2013,$,owner_occupier_1,$,1/02/2008,2906800000,2.9068,b,2906.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2013,$,owner_occupier_1,$,1/03/2008,3070800000,3.0708,b,3070.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2013,$,owner_occupier_1,$,1/04/2008,3455000000,3.455,b,3455
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2013,$,owner_occupier_1,$,1/05/2008,3626400000,3.6264,b,3626.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2013,$,owner_occupier_1,$,1/06/2008,4139200000,4.1392,b,4139.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2013,$,owner_occupier_1,$,1/07/2008,3842300000,3.8423,b,3842.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2013,$,owner_occupier_1,$,1/08/2008,4063000000,4.063,b,4063
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2013,$,owner_occupier_1,$,1/09/2008,3738200000,3.7382,b,3738.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2013,$,owner_occupier_1,$,1/10/2008,3927300000,3.9273,b,3927.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2013,$,owner_occupier_1,$,1/11/2008,4157200000,4.1572,b,4157.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2013,$,owner_occupier_1,$,1/12/2008,4111400000,4.1114,b,4111.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2013,$,owner_occupier_1,$,1/01/2009,3872000000,3.872,b,3872
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2014,$,owner_occupier_1,$,1/02/2009,3266400000,3.2664,b,3266.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2014,$,owner_occupier_1,$,1/03/2009,3759300000,3.7593,b,3759.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2014,$,owner_occupier_1,$,1/04/2009,3986500000,3.9865,b,3986.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2014,$,owner_occupier_1,$,1/05/2009,3870700000,3.8707,b,3870.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2014,$,owner_occupier_1,$,1/06/2009,4319900000,4.3199,b,4319.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2014,$,owner_occupier_1,$,1/07/2009,4325600000,4.3256,b,4325.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2014,$,owner_occupier_1,$,1/08/2009,4561600000,4.5616,b,4561.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2014,$,owner_occupier_1,$,1/09/2009,4153900000,4.1539,b,4153.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2014,$,owner_occupier_1,$,1/10/2009,4503800000,4.5038,b,4503.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2014,$,owner_occupier_1,$,1/11/2009,4706700000,4.7067,b,4706.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2014,$,owner_occupier_1,$,1/12/2009,4529700000,4.5297,b,4529.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2014,$,owner_occupier_1,$,1/01/2010,4754300000,4.7543,b,4754.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2015,$,owner_occupier_1,$,1/02/2010,3776500000,3.7765,b,3776.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2015,$,owner_occupier_1,$,1/03/2010,4429800000,4.4298,b,4429.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2015,$,owner_occupier_1,$,1/04/2010,5419600000,5.4196,b,5419.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2015,$,owner_occupier_1,$,1/05/2010,4864700000,4.8647,b,4864.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2015,$,owner_occupier_1,$,1/06/2010,5046000000,5.046,b,5046
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2015,$,owner_occupier_1,$,1/07/2010,5733600000,5.7336,b,5733.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2015,$,owner_occupier_1,$,1/08/2010,5757400000,5.7574,b,5757.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2015,$,owner_occupier_1,$,1/09/2010,5335700000,5.3357,b,5335.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2015,$,owner_occupier_1,$,1/10/2010,5998700000,5.9987,b,5998.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2015,$,owner_occupier_1,$,1/11/2010,6067500000,6.0675,b,6067.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2015,$,owner_occupier_1,$,1/12/2010,6520600000,6.5206,b,6520.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2015,$,owner_occupier_1,$,1/01/2011,6687700000,6.6877,b,6687.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2016,$,owner_occupier_1,$,1/02/2011,4655200000,4.6552,b,4655.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2016,$,owner_occupier_1,$,1/03/2011,5686600000,5.6866,b,5686.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2016,$,owner_occupier_1,$,1/04/2011,6259800000,6.2598,b,6259.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2016,$,owner_occupier_1,$,1/05/2011,6088300000,6.0883,b,6088.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2016,$,owner_occupier_1,$,1/06/2011,6437200000,6.4372,b,6437.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2016,$,owner_occupier_1,$,1/07/2011,6500500000,6.5005,b,6500.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2016,$,owner_occupier_1,$,1/08/2011,5975500000,5.9755,b,5975.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2016,$,owner_occupier_1,$,1/09/2011,6090000000,6.09,b,6090
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2016,$,owner_occupier_1,$,1/10/2011,6355200000,6.3552,b,6355.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2016,$,owner_occupier_1,$,1/11/2011,5755700000,5.7557,b,5755.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2016,$,owner_occupier_1,$,1/12/2011,6245500000,6.2455,b,6245.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2016,$,owner_occupier_1,$,1/01/2012,5535000000,5.535,b,5535
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2017,$,owner_occupier_1,$,1/02/2012,4652100000,4.6521,b,4652.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2017,$,owner_occupier_1,$,1/03/2012,4871500000,4.8715,b,4871.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2017,$,owner_occupier_1,$,1/04/2012,5839500000,5.8395,b,5839.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2017,$,owner_occupier_1,$,1/05/2012,4550200000,4.5502,b,4550.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2017,$,owner_occupier_1,$,1/06/2012,5979800000,5.9798,b,5979.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2017,$,owner_occupier_1,$,1/07/2012,5681900000,5.6819,b,5681.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2017,$,owner_occupier_1,$,1/08/2012,5080600000,5.0806,b,5080.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2017,$,owner_occupier_1,$,1/09/2012,5597000000,5.597,b,5597
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2017,$,owner_occupier_1,$,1/10/2012,5317900000,5.3179,b,5317.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2017,$,owner_occupier_1,$,1/11/2012,5526600000,5.5266,b,5526.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2017,$,owner_occupier_1,$,1/12/2012,6087800000,6.0878,b,6087.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2017,$,owner_occupier_1,$,1/01/2013,5460900000,5.4609,b,5460.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2018,$,owner_occupier_1,$,1/02/2013,4789600000,4.7896,b,4789.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2018,$,owner_occupier_1,$,1/03/2013,5191500000,5.1915,b,5191.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2018,$,owner_occupier_1,$,1/04/2013,5686900000,5.6869,b,5686.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2018,$,owner_occupier_1,$,1/05/2013,5242300000,5.2423,b,5242.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2018,$,owner_occupier_1,$,1/06/2013,6185400000,6.1854,b,6185.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2018,$,owner_occupier_1,$,1/07/2013,5504800000,5.5048,b,5504.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2018,$,owner_occupier_1,$,1/08/2013,5911400000,5.9114,b,5911.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2018,$,owner_occupier_1,$,1/09/2013,6070600000,6.0706,b,6070.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2018,$,owner_occupier_1,$,1/10/2013,5190400000,5.1904,b,5190.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2018,$,owner_occupier_1,$,1/11/2013,5911100000,5.9111,b,5911.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2018,$,owner_occupier_1,$,1/12/2013,6051800000,6.0518,b,6051.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2018,$,owner_occupier_1,$,1/01/2014,5164300000,5.1643,b,5164.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2019,$,owner_occupier_1,$,1/02/2014,4259400000,4.2594,b,4259.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2019,$,owner_occupier_1,$,1/03/2014,4801200000,4.8012,b,4801.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2019,$,owner_occupier_1,$,1/04/2014,5166800000,5.1668,b,5166.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2019,$,owner_occupier_1,$,1/05/2014,4940800000,4.9408,b,4940.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2019,$,owner_occupier_1,$,1/06/2014,5738000000,5.738,b,5738
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2019,$,owner_occupier_1,$,1/07/2014,4857200000,4.8572,b,4857.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2019,$,owner_occupier_1,$,1/08/2014,5650300000,5.6503,b,5650.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2019,$,owner_occupier_1,$,1/09/2014,5908300000,5.9083,b,5908.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2019,$,owner_occupier_1,$,1/10/2014,6189000000,6.189,b,6189
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2019,$,owner_occupier_1,$,1/11/2014,6382600000,6.3826,b,6382.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2019,$,owner_occupier_1,$,1/12/2014,6385300000,6.3853,b,6385.3
