"","x"
"344",89135775.0096948
"345",96045821.6712971
"346",90218095.9839505
"347",96759276.4491111
"348",94624813.475763
"349",92348230.8021164
"350",92116911.0927626
"351",97944536.9375617
"352",95717231.9791318
"353",91013152.987231
"354",95921635.8957905
"355",91840156.1348407
"356",89272240.2885108
"357",90035449.5753823
"358",91967921.7848777
"359",92657010.577449
"360",93774022.0427938
"361",95596766.5469581
"362",92019728.0493796
"363",92237917.621736
"364",91254696.6933987
"365",91481294.8885021
"366",90665961.8665165
"367",93529986.94725
"368",96300223.9980956
"369",90145315.2547619
"370",92109985.5289808
"371",98161771.9038471
"372",92774122.2481186
"373",93128842.8670118
"374",93669071.5833812
"375",91300528.0791022
"376",96053761.4918559
"377",89528946.0078551
"378",93075895.2585456
"379",92251705.490712
"380",98180780.3745921
"381",89095885.5059275
"382",94398876.2324421
"383",91335726.8162287
"384",93819477.0746824
"385",95518968.5342358
"386",92232364.855616
"387",93025550.5965511
"388",89472075.6891383
"389",98161534.3288375
"390",89004583.9519616
"391",93401221.4532458
"392",94207014.6014121
"393",96467353.2828306
"394",91287680.6908118
"395",90314965.7917397
"396",97976063.4739578
"397",92547512.0632948
"398",93027491.0807193
"399",94862578.573084
"400",95810107.2078668
"401",97632078.6889904
"402",93131046.3869722
"403",90847747.5829675
"404",93080574.6298866
"405",94708151.5408761
"406",97159619.6879632
"407",91049955.8951616
"408",92480530.0050799
"409",95988337.9422241
"410",95954314.5548421
"411",95383849.7739497
"412",93495953.1035232
"413",92259367.6070327
"414",94424379.2823995
"415",93443644.4740618
"416",92847312.8552656
"417",91050789.8587776
"418",92038351.8447383
"419",93473934.3420027
"420",99021467.6234162
"421",90091022.6069945
"422",90769396.1248699
"423",92736261.6591595
"424",98470745.8625632
"425",95109419.1923987
"426",91189609.1565157
"427",93694418.3891781
"428",92249477.3234193
"429",90121770.0884864
"430",90857831.9137363
"431",89983613.7321133
"432",93714420.6559659
"433",93454395.3540249
"434",91998853.5546258
"435",91070370.0198839
"436",94034099.4288357
"437",90254404.5170838
"438",95357142.4568357
"439",91259226.8493908
"440",93927539.1132228
"441",93774552.2201297
"442",89168694.549213
"443",90973517.4956978
"444",91996404.6814697
"445",90902345.6723479
"446",92940510.9910826
"447",90445904.6754409
"448",93512051.7337388
"449",89031903.4028456
"450",97555950.3695247
"451",91030005.9205612
"452",94918544.867382
"453",94393418.1511809
"454",89562937.4988003
"455",92577865.4134636
"456",95079324.6697391
"457",94973947.4687426
"458",91509645.6126407
"459",89759620.5972103
"460",93507917.7722394
"461",92145775.8432223
"462",90448589.2981215
"463",92516210.6306047
"464",91011638.5311369
"465",98374130.7781221
"466",94353830.4778323
"467",96420231.1456416
"468",95556307.2985233
"469",94160858.3034379
"470",98521080.692983
"471",91529289.1379528
"472",92076556.5921374
"473",90452390.4948942
"474",89238411.8545626
"475",90391735.6072821
"476",97271234.1805607
"477",96261422.9055519
"478",86657863.1506719
"479",90132111.0284181
"480",88677688.3834008
"481",93406468.4465969
"482",95757708.3820271
"483",92620685.8095526
"484",94932283.8067671
"485",88131265.5131956
"486",94218669.7260947
"487",93829699.1145015
"488",96443934.9077041
"489",94826235.2327017
"490",93142778.2800671
"491",94302340.208067
"492",96292564.0874001
"493",94146440.0923583
"494",94779409.6191541
"495",91211895.736847
"496",96852772.4182239
"497",90098892.901099
"498",94504963.5145493
"499",90677814.6747032
"500",97029384.5103699
"501",92124813.6793236
"502",94948820.6450597
"503",95350245.3563241
"504",91943835.3984006
"505",88377496.3520185
"506",92427398.3788191
"507",93795287.9778903
"508",90367701.5599536
"509",96264050.8118349
"510",94130936.0705525
"511",90719542.7225232
"512",93989376.9002294
"513",95669973.0360107
"514",93643075.6920243
"515",90420388.3233496
"516",95388205.3268009
"517",95558711.4946646
"518",97189688.251836
"519",90787922.193855
"520",96505130.4184721
"521",94868159.7712004
"522",97267483.9016241
"523",96416626.5250714
"524",91808752.231615
"525",93627825.2656583
"526",92531352.9838095
"527",96684728.4771942
"528",90873092.8565188
"529",91478916.5452852
"530",93224020.8519582
"531",91243295.8089911
"532",97953088.0279856
"533",90456551.7158978
"534",90190550.7704238
"535",93550178.0653775
"536",96070020.2764776
"537",94356566.8538601
"538",95970858.8306251
"539",89225153.5786506
"540",99705589.6331874
"541",96341737.2840309
"542",92993546.6482558
"543",97503478.4633759
"544",96732265.1816252
"545",91446106.9224944
"546",93138301.0151367
"547",89541084.9922313
"548",97401747.5149222
"549",95623565.8677914
"550",93276389.8513452
"551",90776132.5640593
"552",91793324.8314771
"553",95468835.530738
"554",94364267.4040427
"555",91354175.1141873
"556",93338778.6232167
"557",95669521.1674517
"558",99952335.8509082
"559",95213712.9780149
"560",88129613.0597371
"561",92236858.4744464
"562",94682120.6734345
"563",92964707.3489251
"564",93028011.935702
"565",95317589.3614466
"566",96651001.5950885
"567",91041541.438198
"568",92347297.6346329
"569",91886345.7050284
"570",89942702.8025877
"571",90754424.0076758
"572",95424131.0077042
"573",90264925.557158
"574",92071114.4890417
"575",91538211.1435467
"576",93267482.0322074
"577",95913603.2350697
"578",95620553.8697788
"579",93928350.5678472
"580",90504839.0172752
"581",92460896.8058853
"582",95245514.5570514
"583",91331717.4607207
"584",96994518.4668419
"585",93319371.7034093
"586",92078314.1988077
"587",97794654.5036952
"588",93193629.5178459
"589",91320143.0578645
"590",96781860.3258989
"591",91780375.4259718
"592",94633863.2054464
"593",91590916.1740102
"594",90859840.0127628
"595",95623132.5672287
"596",91310544.530918
"597",94501481.7244196
"598",96852484.1718945
"599",90115087.8119415
"600",94642403.2150492
"601",94443951.2294729
"602",96162018.2911074
"603",95673184.0795174
"604",94310290.5147564
"605",92897706.6860406
"606",98258302.1062183
"607",94382884.402281
"608",96088036.4753325
"609",96353302.5502121
"610",92052717.5021678
"611",95950562.6649116
"612",89572110.394257
"613",92807304.7011967
"614",95498550.2465643
"615",88526528.0252685
"616",90820111.1134292
"617",98077499.8338507
"618",93576869.904925
"619",96474796.0759661
"620",93048564.8138941
"621",95322062.4296787
"622",97460121.5516494
"623",93254458.8914233
"624",89481982.2355593
"625",90382672.3215509
"626",93274187.6864459
"627",94498781.1767664
"628",93949998.8549122
"629",91718870.633443
"630",90888408.8825098
"631",95859452.5111679
"632",95079600.5313757
"633",93567715.0314624
"634",95559414.0644173
"635",94523733.5623535
"636",92452805.8518395
"637",90562697.4576316
"638",91513873.2107643
"639",92726932.7973877
"640",95576394.7321649
"641",96049682.4177499
"642",95048323.727903
"643",95150561.3016171
"644",94618123.0691492
"645",94699355.8385869
"646",95355294.1974189
"647",92834152.1208846
"648",93619956.2674855
"649",92667357.8770835
"650",96043766.0245547
"651",95692511.6396535
"652",94594130.4062883
"653",95362023.5354139
"654",95013625.4774182
"655",90411161.2695538
"656",94434910.9921585
"657",93051544.0308866
"658",90555860.6546875
"659",98007144.940244
"660",90449710.0279964
"661",92909800.587149
"662",94029027.5306247
"663",95007287.4326998
"664",89283248.2050651
"665",91167899.9346286
"666",89207623.118535
"667",92821968.2336543
"668",98881119.4904722
"669",97418707.0366019
"670",96663321.7951714
"671",92235468.1385724
"672",94461886.3811084
"673",96110552.0387082
"674",89473756.8813418
"675",93156642.9384702
"676",91440996.348671
"677",95417497.9555695
"678",93506940.0893781
"679",90921972.2884514
"680",93556381.0609815
"681",93612203.5472624
"682",90169594.9182161
"683",94349800.4407991
"684",90323009.9712751
"685",96630987.9570058
"686",95322779.7313243
"687",93374165.7330495
"688",93473150.5424579
"689",96921844.4258681
"690",97025776.8968577
"691",89720927.7305508
"692",95046027.3970044
"693",98461935.6574336
"694",91215346.7657086
"695",92896157.490746
"696",95834520.0209725
"697",95354192.9550316
"698",89375445.8729354
"699",94003253.9629304
"700",91389272.8867405
"701",90506030.8405368
"702",91096836.4089481
"703",89424715.3284469
"704",95569236.2230934
"705",92829713.8382574
"706",92640645.4305833
"707",88587239.4666886
"708",96889130.2309372
"709",91044142.1452981
"710",89835937.9233897
"711",90583667.9496753
"712",96646450.7115079
"713",94866319.8840411
"714",90848121.4339938
"715",93598372.9640731
"716",88810614.5227136
"717",94315936.6230916
"718",89942563.2073901
"719",94550289.6920697
"720",91300145.6614119
"721",88336153.2893653
"722",92182947.7613754
"723",98010985.2754024
"724",93887470.7010794
"725",95634237.3355315
"726",95024751.2136185
"727",91121460.2688238
"728",94065616.1456997
"729",92224500.1782581
"730",90436863.1874927
"731",95133978.7325689
"732",92222605.8456486
"733",91804485.8484324
"734",98390978.5259943
"735",96963504.1627513
"736",93491392.3130847
"737",90317234.435744
"738",90201077.148546
"739",93897043.4251892
"740",95972128.2581693
"741",90307181.1145195
"742",95067773.3228709
"743",91683139.1155199
"744",92272144.6015708
"745",90956948.1788423
"746",93226360.1553372
"747",94023430.827063
"748",93691614.0582938
"749",91542942.9080255
"750",93583187.2158694
"751",91883925.0612535
"752",94733662.5803146
"753",90582812.3887596
"754",92272732.7554529
"755",93010513.3371769
"756",90748934.2655518
"757",94274284.7545038
"758",97457275.4771881
"759",95953456.7372412
"760",92985154.7181939
"761",96047021.1107136
"762",93926170.2927049
"763",94956364.7681007
"764",96336694.3846315
"765",92952617.961988
"766",93008609.1177144
"767",94129291.5534909
"768",91603838.4797482
"769",94269014.7592258
"770",90610616.9929394
"771",92555668.7215474
"772",94114271.0962911
"773",96851357.7882154
"774",94163673.2389096
"775",91530978.6981079
"776",93168231.0170541
"777",95429998.0249116
"778",91658920.4890313
"779",92392459.9000137
"780",95544192.9676381
"781",90616201.6697854
"782",94018313.3621662
"783",98502802.0579118
"784",93568339.7732333
"785",93407057.8967408
"786",90914034.1294388
"787",96719349.2427281
"788",94495767.3141894
"789",92765994.8233416
"790",92651131.7878246
"791",90300303.2088289
"792",96998496.7364542
"793",92136675.7685585
"794",90703009.8899056
"795",93450731.1539275
"796",94199664.7859082
"797",94159496.9821666
"798",91443963.9630735
"799",90040667.4274296
"800",92067747.6887879
"801",94160831.3654947
"802",89790013.0539307
"803",94314894.3445063
"804",93467669.992103
"805",97387526.1954194
"806",93167348.7284206
"807",99099330.5335133
"808",95126291.9512659
"809",96096690.3194455
"810",92043125.9082438
"811",93987554.5344303
"812",94365811.5107576
"813",90180236.293884
"814",94187168.3799808
"815",94962993.6489863
"816",93385804.6495865
"817",91974333.56392
"818",94705993.973544
"819",90726784.1179749
"820",93322802.3101344
"821",93472525.8079848
"822",94583110.7774605
"823",88738396.3435647
"824",92290550.5751394
"825",91749227.0170092
"826",95396121.4118147
"827",94794204.2161176
"828",96463812.3769122
"829",89460394.5177094
"830",96698085.4042256
"831",98173786.6632716
"832",93143454.7411977
"833",94793042.9187297
"834",91685011.5079487
"835",90914567.390722
"836",97321067.3221705
"837",91746282.859829
"838",98544114.9926226
"839",96598417.2098831
"840",95839728.5268595
"841",91410058.74775
"842",95919641.3092021
"843",94767972.1475749
"844",94866729.5852921
"845",94641720.4334896
"846",95889238.4321998
"847",93395256.7250195
"848",92238506.330265
"849",91420206.7137258
"850",95134309.3673176
"851",91743883.3120791
"852",97668255.0605756
"853",92776511.8367606
"854",93447277.1186879
"855",97447328.4243767
"856",93897040.6034109
"857",99884256.8273876
"858",92942327.5745692
"859",95229129.2862342
"860",93076457.895194
"861",92370241.5749777
"862",97111969.5657478
"863",93237184.2575575
"864",95401291.5775506
"865",89730550.143572
"866",91158952.97315
"867",89004064.6772693
"868",89971089.6393952
"869",96303324.267667
"870",97965279.9983846
"871",93138873.8874081
"872",97074941.7915071
"873",91505395.7245441
"874",91203116.9751793
"875",93856064.5945609
"876",95463384.4093908
"877",96067783.2200166
"878",93979965.8342608
"879",94977769.5611821
"880",94749899.7997486
"881",91615494.0443366
"882",93304511.5298181
"883",95628229.1013349
"884",93615875.0079493
"885",97471408.4869729
"886",92918183.7956934
"887",96971112.0517511
"888",97137258.4308423
"889",95395523.7132153
"890",94125829.7027697
"891",96209195.2403799
"892",93042663.2147594
"893",94636232.2841201
"894",93073472.3765687
"895",93079637.070924
"896",92248986.9848361
"897",92132165.3386147
"898",93787520.5529926
"899",93810672.5544656
"900",97006699.2508527
"901",92538964.8560481
"902",94181219.4891546
"903",94919651.1184128
"904",95374866.1456492
"905",94429297.6804182
"906",92359444.260753
"907",92247222.3921524
"908",91910836.1712037
"909",92368371.155641
"910",94404808.7662908
"911",94690743.7639545
"912",96169795.6099415
"913",94711854.4470272
"914",92111225.5597886
"915",94557353.2711237
"916",93662495.4848222
"917",93568287.7944715
"918",92409721.7584991
"919",93100320.9185147
"920",90427211.4304755
"921",97084216.2311575
"922",95849177.1684213
"923",88341483.0979651
"924",91420189.7371037
"925",94247293.3448426
"926",91699550.1454152
"927",95259705.3480768
"928",91898392.2085683
"929",94527839.0984626
"930",95111232.6072326
"931",95227236.1639457
"932",97103179.4478148
"933",92999992.3521405
"934",90712469.1173544
"935",94218689.6154247
"936",92079154.3997121
"937",91817399.8946166
"938",94008925.8984855
"939",95687053.249695
"940",89377664.300523
"941",94472506.6608403
"942",96903457.334839
"943",91719241.4002783
"944",97871716.4445799
"945",90051222.1867866
"946",92619903.2196231
"947",93945056.6244078
"948",93989249.3134897
"949",96656335.1291178
"950",93077384.8731052
"951",97666143.9581777
"952",90160176.3162055
"953",93852873.9391597
"954",89620231.9511108
"955",94650567.2096411
"956",95649410.7380237
"957",94281826.3489479
"958",90707818.4950776
"959",93340091.4070744
"960",94646139.7832698
"961",94048348.4593047
"962",91852397.6490499
"963",92505243.6618105
"964",95260927.8161974
"965",93140235.5175633
"966",93301002.424725
"967",89924946.5040632
"968",95215866.6046634
"969",90938326.7282147
"970",91191194.5449245
"971",95694243.0366702
"972",95938510.3408754
"973",92049523.7029375
"974",90961969.7360277
"975",95513185.9929968
"976",89197839.0561429
"977",96960538.9216439
"978",94341656.3346258
"979",98022784.5790887
"980",90339465.6900756
"981",93874947.4350986
"982",93495455.6359385
"983",95712103.6134674
"984",96955305.8241523
"985",92856010.3738318
"986",89336167.0805868
"987",90635052.6244761
"988",97058800.2381682
"989",92972233.9674273
"990",95345203.9856827
"991",89517934.8736051
"992",92475279.1261136
"993",96502048.0321207
"994",91440676.6276639
"995",91934125.1152741
"996",95022081.088035
"997",92858014.0485449
"998",95099322.1607747
"999",98007777.3228967
"1000",92643845.3238408
"1001",93768275.8228871
"1002",89313649.6514409
"1003",89938753.246417
"1004",94107317.7827903
"1005",93845248.5517504
"1006",93463712.5201986
"1007",92979303.1825232
"1008",95024080.2141878
"1009",91295438.8714211
"1010",94873983.7250646
"1011",92494963.4030239
"1012",91769345.3033541
"1013",90402782.9358678
"1014",93332041.6980315
"1015",93481799.0838041
"1016",92658076.6277286
"1017",91600362.673882
"1018",93566880.2448227
"1019",95103246.2594174
"1020",91643258.4106556
"1021",95912574.3778121
"1022",95445948.3771603
"1023",97330387.2393703
"1024",89565779.6029055
"1025",95860986.6918091
"1026",89318884.6123449
"1027",93931174.7505986
"1028",96010314.4307659
"1029",93405280.4284274
"1030",88726600.1023459
"1031",93793914.780598
"1032",95207416.4965521
"1033",96656568.7868507
"1034",94791610.3991088
"1035",97732432.2571517
"1036",99305196.3580706
"1037",95367635.6681385
"1038",92640654.1569436
"1039",93968340.4173316
"1040",89034261.1647578
"1041",92296589.6551462
"1042",89227338.6758241
"1043",96172734.3533683
"1044",88050815.8919521
"1045",95038373.2840957
"1046",88510662.311374
"1047",96056716.7942168
"1048",90205286.0035357
"1049",94517214.6654128
"1050",92205862.4782172
"1051",94010852.1481789
"1052",91285575.9445376
"1053",95957566.0478471
"1054",95121727.2521399
"1055",88298452.2190811
"1056",96272849.8885848
"1057",90053680.3952621
"1058",97463400.8544639
"1059",98657907.2566058
"1060",94844082.7931642
"1061",91621935.071087
"1062",92650887.7548245
"1063",93270899.4491846
"1064",89811354.1608571
"1065",95088103.416609
"1066",91305676.9984196
"1067",95072636.9111984
"1068",96825588.4667913
"1069",90415287.5625159
"1070",89627667.1808332
"1071",94202029.407821
"1072",94365534.6544688
"1073",93126256.4400752
"1074",95704348.2207774
"1075",91670673.6965324
"1076",93284700.1704707
"1077",89414818.598542
"1078",98558248.4758541
"1079",90275627.9516303
"1080",88942507.4136122
"1081",95383594.7925796
"1082",93161896.1016382
"1083",93450661.3106447
"1084",95192954.6359133
"1085",93139286.7286175
"1086",91172284.1086796
"1087",92753562.7687863
"1088",96353031.1631808
"1089",92609673.36966
"1090",92534421.0649054
"1091",96080475.9477082
"1092",91832440.5450698
"1093",93293721.0220113
"1094",92666977.0296534
"1095",94256376.387208
"1096",94890228.6065675
"1097",93417343.5871152
"1098",93839214.8405499
"1099",92654067.788608
"1100",94182670.38627
"1101",98579630.4584841
"1102",96188060.7292818
"1103",92167262.5774874
"1104",95183376.6415209
"1105",90026964.6271451
"1106",89489241.9280901
"1107",95309911.615275
"1108",97273243.2425737
"1109",88429561.9790761
"1110",89701167.1288443
"1111",90111403.7733479
"1112",91173867.2013479
"1113",94287995.9446674
"1114",94475429.0075038
"1115",96371815.9747377
"1116",89480909.0500317
"1117",90172961.4278761
"1118",96405775.2762777
"1119",92303623.5595131
"1120",95550236.8227867
"1121",93133552.6324115
"1122",93125119.6058503
"1123",94474658.1098209
"1124",95574057.2007526
"1125",89848102.7614786
"1126",93793097.0064167
"1127",93549395.5347923
"1128",90560841.0754447
"1129",93795149.991285
"1130",100096204.280168
"1131",92961085.7093382
"1132",92455984.1336996
"1133",89890626.6065922
"1134",88780424.3412922
"1135",92229209.006255
"1136",92819205.4771903
"1137",95921747.6914769
"1138",95453062.8213347
"1139",96913526.3357437
"1140",98102478.8154268
"1141",95216307.5019076
"1142",88928710.2797205
"1143",91914305.9916916
"1144",93625350.6340591
"1145",93499092.0683922
"1146",91331834.3943964
"1147",94912239.3467905
"1148",93121945.7574958
"1149",95471259.3222507
"1150",95865926.908485
"1151",94758982.1025334
"1152",90980691.2067598
"1153",95847739.3480202
"1154",93145892.139878
"1155",89358381.8064801
"1156",89528468.364719
"1157",97293753.8975655
"1158",97746439.4350183
"1159",91859218.9779695
"1160",94311693.8584683
"1161",98181589.6894772
"1162",95700365.0952303
"1163",92186157.8676096
"1164",96781486.0378641
"1165",94772160.4833666
"1166",89760560.794226
"1167",97435189.1071518
"1168",95128338.1391244
"1169",93771287.9896798
"1170",91606179.8165945
"1171",94291190.8603877
"1172",97220026.903992
"1173",88431620.8107712
"1174",95240987.825601
"1175",96231299.7250811
"1176",89563349.8958391
"1177",90961793.6872687
"1178",94702142.8254664
"1179",93809567.1831133
"1180",99411950.4921433
"1181",89429348.4593757
"1182",97178833.0289013
"1183",91236248.4125465
"1184",89207659.0906089
"1185",89759866.426805
"1186",92184867.2876674
"1187",92659524.3671348
"1188",96364976.8807145
"1189",95434935.7659377
"1190",91649309.4747106
"1191",92604628.4009188
"1192",89537371.5659354
"1193",98775649.6907863
"1194",97348381.8127623
"1195",95163512.7939102
"1196",94293054.9420936
"1197",91296377.4897552
"1198",96093899.2777177
"1199",96420521.285078
"1200",91181317.137643
"1201",96660995.9720521
"1202",97890979.7037136
"1203",93135256.1305192
"1204",90872395.7413818
"1205",97456785.5415969
"1206",96406304.5606466
"1207",89848966.4978772
"1208",95699876.1010653
"1209",96839014.2889017
"1210",97498325.1879328
"1211",98194190.3560369
"1212",92764270.2964288
"1213",94063525.2200266
"1214",93131425.3097693
"1215",92702713.9245052
"1216",96081256.0837494
"1217",91164578.4681827
"1218",96559036.0341936
"1219",95364985.0843582
"1220",95988403.6042477
"1221",90945094.4507607
"1222",95681278.0641731
"1223",90770403.6554626
"1224",95662401.9550342
"1225",96940710.2013253
"1226",90739120.1539608
"1227",89445444.6880713
"1228",95563871.8764141
"1229",93292260.8468006
"1230",98140601.6104433
"1231",94563685.8150023
"1232",90756634.1406896
"1233",97362814.8722895
"1234",90090837.1688328
"1235",89078164.3444643
"1236",91519580.8654274
"1237",92172795.940828
"1238",91786836.2767936
"1239",91116186.6609067
"1240",92550152.5024841
"1241",97154817.9451856
"1242",95619712.8701225
"1243",95572435.3975702
"1244",93814246.3779665
"1245",88945605.312556
"1246",94736825.3776798
"1247",90371643.6881568
"1248",98269702.3255199
"1249",97937472.9822969
"1250",88864550.1414905
"1251",95583706.6335757
"1252",89895136.5623308
"1253",90301022.9303402
"1254",94888529.8201749
"1255",99217428.5436492
"1256",90920312.30887
"1257",96608460.8404655
"1258",95679389.9682753
"1259",90780749.2362958
